Card_id,Bname,Email,Street,City,State,Phone,Ssn
ID000260,Donna Cooper,dcooper77@scientificamerican.com,1629 Summer Ridge Plaza,Dallas,TX,4699573027,949376371
ID000261,Laura Rogers,lrogers78@google.co.jp,7776 Summer Ridge Court,Dallas,TX,9727307675,947047262
ID000262,Jessica Hicks,jhicks79@chron.com,17138 Ryan Circle,Dallas,TX,4698156162,443615562
ID000263,George Turner,gturner7a@opera.com,4 Quincy Pass,Richardson,TX,2149582175,428097397
ID000264,Joan Watkins,jwatkins7b@phoca.cz,9601 Lerdahl Pass,Plano,TX,2148149170,354538826
ID000265,Andrea Gonzalez,agonzalez7c@jiathis.com,127 Russell Hill,Dallas,TX,9728095959,757213141
ID000266,Billy Little,blittle7d@spiegel.de,46 Autumn Leaf Junction,Dallas,TX,9729866001,924179942
ID000267,Teresa Marshall,tmarshall7e@opensource.org,2 Sheridan Trail,Dallas,TX,4698842394,778686617
ID000268,Benjamin Lynch,blynch7f@newyorker.com,53 Tennyson Park,Dallas,TX,4698779851,431200144
ID000269,Nancy Dixon,ndixon7g@instagram.com,4 Dwight Street,Dallas,TX,9727703641,851350300
ID000270,Jean Dunn,jdunn7h@stanford.edu,4 North Street,Dallas,TX,4699956149,583406101
ID000271,Anthony Gardner,agardner7i@bizjournals.com,9823 Donald Terrace,Dallas,TX,9724323180,125985061
ID000272,Benjamin Morrison,bmorrison7j@parallels.com,21 Oriole Terrace,Dallas,TX,2144096322,750841386
ID000273,Anne Dixon,adixon7k@free.fr,9579 Browning Crossing,Dallas,TX,9729076080,319093742
ID000274,Denise Wallace,dwallace7l@ovh.net,6021 Portage Park,Dallas,TX,9729404355,585900674
ID000275,Linda Owens,lowens7m@marketwatch.com,13 Monterey Alley,Richardson,TX,2148363577,416383510
ID000276,Larry Warren,lwarren7n@princeton.edu,2657 Mitchell Hill,Plano,TX,9729387212,614685656
ID000277,Edward Hunt,ehunt7o@wufoo.com,6 Claremont Avenue,Dallas,TX,9727631900,984488111
ID000278,Harry Mcdonald,hmcdonald7p@webnode.com,22283 Farragut Place,Plano,TX,2148733156,446204077
ID000279,Lawrence Wells,lwells7q@slate.com,841 Delaware Place,Dallas,TX,2149767034,154671759
ID000280,Martin Fuller,mfuller7r@altervista.org,53309 Buhler Place,Dallas,TX,4696673361,218701729
ID000281,Roger Ellis,rellis7s@mashable.com,74213 Charing Cross Circle,Dallas,TX,9729767863,685992971
ID000282,Patrick Moreno,pmoreno7t@youtube.com,490 Rockefeller Lane,Dallas,TX,9729555269,551990871
ID000283,Andrew Cole,acole7u@ning.com,30 Sunfield Pass,Plano,TX,2148797342,156646797
ID000284,Joan Hudson,jhudson7v@scribd.com,4 Everett Court,Dallas,TX,2149541417,704857803
ID000285,Chris Powell,cpowell7w@cloudflare.com,4 Jenifer Circle,Dallas,TX,4697267925,491796292
ID000286,Anna Perez,aperez7x@tiny.cc,1241 Graceland Court,Dallas,TX,4699962325,164908064
ID000287,Debra Gray,dgray7y@ucla.edu,251 Monterey Hill,Dallas,TX,4699734499,857940950
ID000288,Annie Shaw,ashaw7z@de.vu,561 Cody Crossing,Plano,TX,2147641587,581462753
ID000289,Shawn Martinez,smartinez80@flickr.com,19 Lunder Park,Dallas,TX,4699864161,300468310
ID000290,Mary Graham,mgraham81@shutterfly.com,701 Cordelia Court,Dallas,TX,2146870840,691971438
ID000291,Janet West,jwest82@wikimedia.org,2308 Division Center,Dallas,TX,2149780541,239904011
ID000292,Aaron Arnold,aarnold83@instagram.com,5886 Banding Trail,Dallas,TX,2149555863,702604201
ID000293,Justin Brown,jbrown84@vistaprint.com,611 Green Plaza,Plano,TX,2149016023,253170796
ID000294,George Torres,gtorres85@dropbox.com,64206 Calypso Hill,Dallas,TX,9729254199,547069057
ID000295,Brian Romero,bromero86@bing.com,4418 Green Ridge Terrace,Dallas,TX,4698259159,722289325
ID000296,Lawrence Morris,lmorris87@ucoz.ru,42 Magdeline Pass,Dallas,TX,2149422979,488011020
ID000297,Patrick Garcia,pgarcia88@cornell.edu,1 Nevada Parkway,Dallas,TX,4698276118,947939771
ID000298,Ashley Moreno,amoreno89@sakura.ne.jp,067 Morning Park,Dallas,TX,4698696226,708326866
ID000299,Aaron Ellis,aellis8a@xing.com,1925 Grasskamp Alley,Dallas,TX,4699379272,421790842
ID000300,Jimmy James,jjames8b@shutterfly.com,3 Knutson Way,Dallas,TX,9729308175,554283296
ID000301,Maria Torres,mtorres8c@live.com,56168 Arizona Drive,Dallas,TX,2149318328,271284504
ID000302,Chris Owens,cowens8d@un.org,6 Browning Park,Dallas,TX,9727014889,453784845
ID000303,Elizabeth Harvey,eharvey8e@goo.ne.jp,1995 Nelson Park,Dallas,TX,9729929375,556279759
ID000304,Jane Baker,jbaker8f@hatena.ne.jp,0062 Sunbrook Junction,Dallas,TX,4697546653,212619406
ID000305,Lisa Kelley,lkelley8g@cdbaby.com,272 Larry Drive,Dallas,TX,4699306637,142068429
ID000306,Jonathan Diaz,jdiaz8h@foxnews.com,18283 Brown Center,Dallas,TX,4699402479,205626313
ID000307,Mildred Allen,mallen8i@merriam-webster.com,5734 La Follette Point,Dallas,TX,4699462268,592939926
ID000308,Linda Rogers,lrogers8j@vimeo.com,0590 Northport Drive,Dallas,TX,9729471564,714971208
ID000309,Gary Garrett,ggarrett8k@wufoo.com,5285 2nd Court,Dallas,TX,4699392476,949181878
ID000310,Earl Hall,ehall8l@ifeng.com,7755 Park Meadow Way,Dallas,TX,2148820672,454365067
ID000311,Benjamin Bailey,bbailey8m@sina.com.cn,72101 Elmside Parkway,Dallas,TX,2148963364,586204125
ID000312,Angela Graham,agraham8n@pinterest.com,5 High Crossing Crossing,Richardson,TX,9728781468,853104620
ID000313,Dennis Hunter,dhunter8o@marriott.com,7 2nd Place,Plano,TX,4699678745,132687899
ID000314,Matthew Stevens,mstevens8p@liveinternet.ru,9603 Hansons Way,Dallas,TX,4698613808,618212736
ID000315,Annie Freeman,afreeman8q@dot.gov,7466 Gulseth Alley,Dallas,TX,9729210146,852750048
ID000316,Richard Lawson,rlawson8r@opera.com,792 Dottie Circle,Dallas,TX,2145459387,652374979
ID000317,Susan Allen,sallen8s@github.io,6 Morrow Alley,Dallas,TX,2147480451,953353551
ID000318,Rose Coleman,rcoleman8t@theglobeandmail.com,26094 Loomis Alley,Dallas,TX,4698192212,269554900
ID000319,Kathy Elliott,kelliott8u@privacy.gov.au,28 Boyd Pass,Dallas,TX,4699960439,398575624
ID000320,Teresa Brooks,tbrooks8v@ask.com,57699 Oak Circle,Richardson,TX,9727314160,769136801
ID000321,Julie Lane,jlane8w@so-net.ne.jp,8261 Magdeline Road,Dallas,TX,2149308339,781652211
ID000322,Jessica Day,jday8x@eventbrite.com,80 Cascade Junction,Dallas,TX,2149471788,880145596
ID000323,Billy Cruz,bcruz8y@narod.ru,75 Mosinee Court,Dallas,TX,2147975929,472473959
ID000324,Martha Mccoy,mmccoy8z@google.ca,74 Claremont Park,Dallas,TX,2149151572,628104874
ID000325,Frances Long,flong90@usgs.gov,0 Schlimgen Alley,Dallas,TX,2149514800,799418699
ID000326,Carolyn Duncan,cduncan91@google.com.au,1 Merry Place,Dallas,TX,2142798556,826574791
ID000327,Ryan Mendoza,rmendoza92@cyberchimps.com,9 Myrtle Way,Dallas,TX,2148671887,497334483
ID000328,Jerry Oliver,joliver93@ezinearticles.com,0 Vera Alley,Dallas,TX,4697348276,733614241
ID000329,Juan Smith,jsmith94@ucoz.ru,3 Dixon Parkway,Dallas,TX,2149099366,669726189
ID000330,Marilyn White,mwhite95@stumbleupon.com,769 Mayfield Center,Dallas,TX,9729330968,867234679
ID000331,Anne Moreno,amoreno96@kickstarter.com,60 Raven Pass,Dallas,TX,2148860662,410608961
ID000332,Ruby Greene,rgreene97@mediafire.com,328 Fallview Center,Richardson,TX,2148727995,381839299
ID000333,Shawn Rivera,srivera98@smh.com.au,8 American Hill,Dallas,TX,9725282505,186538147
ID000334,Tina Hamilton,thamilton99@tinyurl.com,24695 Di Loreto Crossing,Dallas,TX,9727556424,100082010
ID000335,Benjamin Graham,bgraham9a@bloomberg.com,08 New Castle Avenue,Dallas,TX,2149834311,166295051
ID000336,Doris Bailey,dbailey9b@huffingtonpost.com,5773 Eastlawn Center,Dallas,TX,4698011479,869236916
ID000337,Jason Washington,jwashington9c@nydailynews.com,3225 Vera Lane,Richardson,TX,9729310247,242209101
ID000338,Evelyn Wilson,ewilson9d@fema.gov,9873 Kim Center,Richardson,TX,4699015209,456040469
ID000339,Steve Cunningham,scunningham9e@google.nl,5615 Mcbride Park,Dallas,TX,2148833172,812937575
ID000340,Henry Howard,hhoward9f@wired.com,9 Lakewood Avenue,Dallas,TX,2148486192,696314035
ID000341,Timothy Crawford,tcrawford9g@earthlink.net,39384 Tony Terrace,Dallas,TX,9727292932,399880576
ID000342,Todd Rose,trose9h@fema.gov,8 Mosinee Plaza,Plano,TX,4698932893,342525404
ID000343,Mary Nelson,mnelson9i@tinypic.com,8 Colorado Avenue,Dallas,TX,2142414452,699259472
ID000344,Jason Watkins,jwatkins9j@jugem.jp,74155 Welch Terrace,Dallas,TX,9729151343,188143830
ID000345,Kathy Cole,kcole9k@macromedia.com,8600 Anniversary Pass,Dallas,TX,2149937915,562735031
ID000346,Albert Reyes,areyes9l@nbcnews.com,43 Transport Pass,Dallas,TX,4698084965,633542851
ID000347,Aaron Harvey,aharvey9m@nsw.gov.au,1807 Prairieview Pass,Dallas,TX,2146329282,256935132
ID000348,Jack Ward,jward9n@independent.co.uk,5 Susan Plaza,Richardson,TX,9729184342,973816951
ID000349,Dorothy Spencer,dspencer9o@mozilla.com,90651 Bellgrove Junction,Dallas,TX,9728928862,324711906
ID000350,Lawrence Hunt,lhunt9p@gov.uk,2 Randy Court,Dallas,TX,9729624743,227595562
ID000351,Beverly Fernandez,bfernandez9q@jigsy.com,480 Toban Lane,Richardson,TX,4699753330,931624904
ID000352,Karen Johnston,kjohnston9r@usda.gov,3 Coleman Plaza,Dallas,TX,2147681518,625577457
ID000353,Howard Gonzalez,hgonzalez9s@usatoday.com,7699 Dakota Terrace,Dallas,TX,2149056019,285704379
ID000354,Dorothy Graham,dgraham9t@tinyurl.com,9 Mcguire Alley,Richardson,TX,4696194224,490164375
ID000355,Barbara Anderson,banderson9u@marketwatch.com,77 Ronald Regan Park,Richardson,TX,2149471531,246405583
ID000356,Frances Willis,fwillis9v@sina.com.cn,61438 Becker Park,Dallas,TX,4699005979,697566815
ID000357,Martha Arnold,marnold9w@buzzfeed.com,52279 Hauk Plaza,Dallas,TX,4699686237,878941305
ID000358,Maria Medina,mmedina9x@diigo.com,6 Gina Crossing,Dallas,TX,2148513813,721322687
ID000359,Jonathan Fox,jfox9y@photobucket.com,32 Springs Road,Dallas,TX,9729165884,842655010
ID000360,Carlos Carter,ccarter9z@gizmodo.com,96207 3rd Park,Dallas,TX,2149287624,657176421
ID000361,Adam Ferguson,afergusona0@ucoz.com,0 Summerview Court,Dallas,TX,2149575621,422817045
ID000362,Nicholas Wheeler,nwheelera1@mozilla.com,756 Pleasure Circle,Dallas,TX,4699733255,644090337
ID000363,Raymond Rogers,rrogersa2@who.int,16 Monument Parkway,Richardson,TX,4698879227,903981679
ID000364,Brandon Stevens,bstevensa3@narod.ru,94647 Village Junction,Dallas,TX,2146936689,847293619
ID000365,Lori Ferguson,lfergusona4@scribd.com,49 Sachtjen Crossing,Dallas,TX,2149681515,822625312
ID000366,Roy Turner,rturnera5@abc.net.au,61544 Talmadge Drive,Richardson,TX,4699275678,629419551
ID000367,Martha Warren,mwarrena6@meetup.com,94 Vahlen Hill,Dallas,TX,9727763863,235798503
ID000368,Ruby Anderson,randersona7@slashdot.org,0482 Haas Terrace,Dallas,TX,4698732923,265907820
ID000369,Steven Bailey,sbaileya8@mlb.com,8987 Lawn Park,Dallas,TX,4699388249,694920573
ID000370,Melissa Perkins,mperkinsa9@psu.edu,0039 Hanson Court,Dallas,TX,9729953027,143302355
ID000371,Ruby Ross,rrossaa@lycos.com,86591 Roxbury Circle,Dallas,TX,2149171080,344692006
ID000372,Billy King,bkingab@gnu.org,831 Sutherland Point,Plano,TX,2148466560,566647874
ID000373,Mildred Sanchez,msanchezac@storify.com,09 Annamark Circle,Dallas,TX,4698772424,163658067
ID000374,Linda Duncan,lduncanad@paypal.com,09159 Charing Cross Way,Dallas,TX,9728773172,588459557
ID000375,Janice Montgomery,jmontgomeryae@columbia.edu,661 Grasskamp Alley,Dallas,TX,2149058688,142746194
ID000376,Robin Cox,rcoxaf@naver.com,0 Gerald Court,Dallas,TX,9727221586,694583169
ID000377,Carol Howell,chowellag@webnode.com,273 Sullivan Lane,Richardson,TX,2148311374,513110091
ID000378,Doris Welch,dwelchah@netscape.com,74 Oakridge Alley,Dallas,TX,4699836603,432497884
ID000379,Debra Kelly,dkellyai@spotify.com,0 Maywood Street,Dallas,TX,4699262312,204467713
ID000380,Scott Morales,smoralesaj@bing.com,823 Sherman Point,Plano,TX,4698011210,597001738
ID000381,Louise Murphy,lmurphyak@fema.gov,7113 Carpenter Drive,Dallas,TX,4699881773,221706594
ID000382,Jack Cruz,jcruzal@google.com.au,55322 Linden Point,Dallas,TX,4698960110,300485255
ID000383,Teresa Carter,tcarteram@zimbio.com,4757 Kingsford Street,Dallas,TX,2149641732,823597520
ID000384,Eric Flores,efloresan@behance.net,0 Vera Center,Dallas,TX,2148682141,526530309
ID000385,Louis Elliott,lelliottao@mit.edu,02 Jenna Trail,Dallas,TX,9725674117,996226511
ID000386,Nicholas Evans,nevansap@patch.com,13 Russell Lane,Dallas,TX,2149753027,688127828
ID000387,Evelyn Bailey,ebaileyaq@bbc.co.uk,77832 West Park,Dallas,TX,9729789540,389899874
ID000388,Arthur Ray,arayar@canalblog.com,3079 Donald Point,Dallas,TX,4697542762,614079273
ID000389,Shawn Burns,sburnsas@feedburner.com,51 Nelson Plaza,Dallas,TX,4699788065,189818299
ID000390,Henry Wallace,hwallaceat@list-manage.com,4139 Spaight Road,Richardson,TX,9725248949,874300223
ID000391,Kathy Garcia,kgarciaau@imdb.com,3657 Anhalt Trail,Richardson,TX,4698678069,841428500
ID000392,Kenneth Sanchez,ksanchezav@ibm.com,06600 Utah Crossing,Dallas,TX,9728100694,933686811
ID000393,Carl Bishop,cbishopaw@artisteer.com,01 Goodland Junction,Dallas,TX,4697923214,124811894
ID000394,Harry Tucker,htuckerax@yellowbook.com,8 Waubesa Parkway,Dallas,TX,2149254392,255450108
ID000395,Christopher Marshall,cmarshallay@liveinternet.ru,34693 Warbler Junction,Plano,TX,2146463142,694431375
ID000396,Russell Murphy,rmurphyaz@shutterfly.com,9552 Mandrake Center,Dallas,TX,2148433552,405109736
ID000397,Jessica Carr,jcarrb0@goo.gl,9 Sutteridge Pass,Dallas,TX,4699499851,752918139
ID000398,Cheryl Moore,cmooreb1@tinypic.com,0 2nd Plaza,Dallas,TX,9722720101,324707021
ID000399,Lori Carroll,lcarrollb2@usa.gov,879 Clarendon Alley,Dallas,TX,4699892206,903052325
ID000400,Frank Martin,fmartinb3@slate.com,428 Lindbergh Way,Dallas,TX,9728021808,323483150
ID000401,Joyce Allen,jallenb4@deviantart.com,5911 Troy Pass,Dallas,TX,4699357570,748297839
ID000402,Philip Gonzalez,pgonzalezb5@cbslocal.com,2 Buhler Street,Dallas,TX,2149412219,203923954
ID000403,Nicole Bell,nbellb6@delicious.com,69 Manitowish Lane,Dallas,TX,2149017334,483932540
ID000404,Joseph Perry,jperryb7@so-net.ne.jp,45 Judy Trail,Dallas,TX,2149382436,235141141
ID000405,Doris Peterson,dpetersonb8@engadget.com,56 Oxford Avenue,Dallas,TX,2149562812,138499901
ID000406,Gregory Marshall,gmarshallb9@narod.ru,17 Eastwood Terrace,Dallas,TX,2148240301,311513288
ID000407,Virginia Kelly,vkellyba@qq.com,37408 Morrow Court,Plano,TX,9728399825,359352008
ID000408,Beverly Hawkins,bhawkinsbb@feedburner.com,0 Hovde Terrace,Dallas,TX,4698141846,608209205
ID000409,Scott Gonzalez,sgonzalezbc@barnesandnoble.com,623 Westend Way,Dallas,TX,4699286396,539337584
ID000410,Paul Mcdonald,pmcdonaldbd@china.com.cn,334 Orin Avenue,Dallas,TX,9729941541,407508210
ID000411,Dennis Duncan,dduncanbe@marriott.com,05 Mitchell Hill,Dallas,TX,4699067817,158214344
ID000412,Mary Ryan,mryanbf@google.ru,24029 Nevada Way,Dallas,TX,4698276766,146557699
ID000413,Victor Smith,vsmithbg@creativecommons.org,0 Helena Point,Dallas,TX,2148283216,870931419
ID000414,Ruby Murray,rmurraybh@europa.eu,4920 Westend Court,Dallas,TX,2148596221,752503597
ID000415,Jean Garza,jgarzabi@dmoz.org,91 Havey Plaza,Plano,TX,9727389037,894844831
ID000416,Andrew Jordan,ajordanbj@umn.edu,38498 Park Meadow Crossing,Dallas,TX,4697621505,327536005
ID000417,Harry Marshall,hmarshallbk@ed.gov,24 Heffernan Crossing,Plano,TX,9729270592,868790477
ID000418,Wayne Franklin,wfranklinbl@instagram.com,35 Continental Alley,Dallas,TX,2147419000,409039079
ID000419,Lillian Gonzalez,lgonzalezbm@123-reg.co.uk,9922 Arkansas Circle,Plano,TX,9728729248,653599039
ID000420,Rachel Bishop,rbishopbn@whitehouse.gov,70227 Vernon Way,Dallas,TX,9727982559,718476143
ID000421,Alan Lynch,alynchbo@dailymail.co.uk,332 Dayton Plaza,Plano,TX,2149308850,841963890
ID000422,Carlos Ray,craybp@cdc.gov,62 Monument Park,Dallas,TX,4699427494,931944929
ID000423,Frank Taylor,ftaylorbq@seesaa.net,5 Lien Center,Dallas,TX,2146215602,720850355
ID000424,Melissa Burton,mburtonbr@yandex.ru,5 Springs Lane,Dallas,TX,4695670603,836238686
ID000425,Anne Nelson,anelsonbs@wp.com,34365 Kropf Park,Dallas,TX,9729041974,999282020
ID000426,Amanda Bailey,abaileybt@macromedia.com,29 Continental Point,Dallas,TX,2148194931,919676865
ID000427,Chris Duncan,cduncanbu@blogspot.com,35 Alpine Avenue,Dallas,TX,2149402965,362099834
ID000428,Elizabeth Gibson,egibsonbv@sitemeter.com,6602 Namekagon Way,Dallas,TX,9728637573,762378033
ID000429,Keith Brown,kbrownbw@slate.com,471 Burning Wood Park,Dallas,TX,2148494296,424501775
ID000430,Karen Sanchez,ksanchezbx@census.gov,71 Old Gate Point,Dallas,TX,2149156512,221742881
ID000431,Marilyn Meyer,mmeyerby@usatoday.com,3981 Lerdahl Point,Dallas,TX,9729565459,467351217
ID000432,Harold Little,hlittlebz@bbc.co.uk,81271 Evergreen Lane,Dallas,TX,4698888096,142418822
ID000433,Henry Dean,hdeanc0@soup.io,4913 Brentwood Center,Dallas,TX,4699502072,626749990
ID000434,Joyce Rivera,jriverac1@indiegogo.com,3 Johnson Pass,Dallas,TX,4699823317,468997446
ID000435,Marie Johnson,mjohnsonc2@cbc.ca,6 Graedel Street,Richardson,TX,9727014623,560851499
ID000436,Aaron Clark,aclarkc3@geocities.com,5169 Bashford Point,Plano,TX,2149314554,650876068
ID000437,Anne Campbell,acampbellc4@163.com,0140 Grover Place,Dallas,TX,2149621673,262558913
ID000438,Janice Garrett,jgarrettc5@i2i.jp,439 Prentice Hill,Dallas,TX,9729111842,691111485
ID000439,Bobby Johnson,bjohnsonc6@histats.com,7 Moulton Crossing,Dallas,TX,4699485326,772978655
ID000440,Fred Welch,fwelchc7@techcrunch.com,0 Lukken Alley,Dallas,TX,2149553447,807937008
ID000441,Laura Chapman,lchapmanc8@google.it,304 Lunder Hill,Richardson,TX,4698235855,464188734
ID000442,Albert Castillo,acastilloc9@shop-pro.jp,2 Beilfuss Center,Dallas,TX,2147050297,307702725
ID000443,Julia Oliver,joliverca@dyndns.org,42421 Farmco Street,Dallas,TX,9727805174,528917558
ID000444,David Russell,drussellcb@mlb.com,57840 Laurel Alley,Dallas,TX,9728527339,408530520
ID000445,Russell Montgomery,rmontgomerycc@clickbank.net,18 Hagan Pass,Dallas,TX,9723896002,520766004
ID000446,Joe Price,jpricecd@google.cn,1 Leroy Park,Dallas,TX,2145279098,660908261
ID000447,Anthony Harrison,aharrisonce@creativecommons.org,7123 Bunker Hill Junction,Dallas,TX,9729702532,799340025
ID000448,Gregory Hudson,ghudsoncf@uol.com.br,42 Park Meadow Park,Dallas,TX,9728839738,870496647
ID000449,Michelle Chapman,mchapmancg@pbs.org,29 Rieder Pass,Dallas,TX,9729117317,707638293
ID000450,Chris Bailey,cbaileych@slashdot.org,8 South Court,Dallas,TX,2149354761,469391386
ID000451,Kevin Wood,kwoodci@php.net,0 Pierstorff Park,Dallas,TX,4698761298,553570780
ID000452,Louise Spencer,lspencercj@edublogs.org,4462 Blaine Avenue,Dallas,TX,2148775122,316436159
ID000453,Ruth Lee,rleeck@geocities.jp,58 Waubesa Avenue,Dallas,TX,4699402041,455512609
ID000454,Carolyn Alexander,calexandercl@washingtonpost.com,634 Judy Pass,Dallas,TX,2148829567,995349938
ID000455,Barbara Rivera,briveracm@illinois.edu,93 North Pass,Dallas,TX,9726967148,149269323
ID000456,Adam Mcdonald,amcdonaldcn@go.com,20734 Beilfuss Park,Dallas,TX,9728467469,889469650
ID000457,Sara Graham,sgrahamco@reverbnation.com,4992 Ridgeview Court,Dallas,TX,4695862569,242321789
ID000458,Henry Spencer,hspencercp@etsy.com,919 7th Plaza,Dallas,TX,2149493097,900931217
ID000459,Lillian Austin,laustincq@ask.com,8 Eagle Crest Way,Richardson,TX,4699802648,669837441
ID000460,Jerry Pierce,jpiercecr@reference.com,16 Charing Cross Center,Dallas,TX,4695463297,989791559
ID000461,Emily Ruiz,eruizcs@google.fr,1 Claremont Junction,Plano,TX,2149615149,336447837
ID000462,Lillian Baker,lbakerct@ft.com,111 Village Plaza,Richardson,TX,4696437532,928580480
ID000463,Ruth Butler,rbutlercu@51.la,41052 Waubesa Lane,Richardson,TX,9727605201,186052080
ID000464,Catherine Welch,cwelchcv@bluehost.com,666 Kim Crossing,Dallas,TX,9728952567,922113673
ID000465,Howard Castillo,hcastillocw@themeforest.net,4069 Oneill Point,Richardson,TX,2143328692,209549222
ID000466,Justin Sanders,jsanderscx@gov.uk,2 Mayer Junction,Plano,TX,2148837551,352509918
ID000467,Ronald Roberts,rrobertscy@stanford.edu,25 South Lane,Dallas,TX,9727031253,651148311
ID000468,Jane Harrison,jharrisoncz@hibu.com,8070 Clarendon Parkway,Dallas,TX,4699070689,724315669
ID000469,Benjamin Grant,bgrantd0@bravesites.com,89750 Kenwood Crossing,Dallas,TX,4699782012,506888490
ID000470,Harry Miller,hmillerd1@google.com,721 High Crossing Court,Dallas,TX,2148679998,581204224
ID000471,Matthew Burke,mburked2@360.cn,735 Toban Park,Plano,TX,9729153614,878060469
ID000472,Christine Chavez,cchavezd3@behance.net,560 Atwood Pass,Dallas,TX,2149376446,246123136
ID000473,Eric Hernandez,ehernandezd4@sohu.com,80149 Haas Court,Dallas,TX,2149051189,938959106
ID000474,Diana Jones,djonesd5@canalblog.com,499 Pearson Junction,Dallas,TX,4698384299,734248047
ID000475,Janet Rice,jriced6@so-net.ne.jp,35291 Bunker Hill Way,Dallas,TX,2142913432,829119179
ID000476,Diane Ruiz,druizd7@webs.com,36 Cambridge Park,Dallas,TX,4698885191,744910994
ID000477,Theresa Russell,trusselld8@ehow.com,589 Northwestern Park,Dallas,TX,2148511236,981131196
ID000478,Wayne Hunt,whuntd9@oracle.com,9818 Westend Center,Plano,TX,4699414660,770005747
ID000479,Virginia Gordon,vgordonda@example.com,76 Tony Road,Dallas,TX,2149138462,842927572
ID000480,Gloria Rice,gricedb@cam.ac.uk,9 Golf View Alley,Dallas,TX,2149209672,737533435
ID000481,Mildred Butler,mbutlerdc@xinhuanet.com,67 Westerfield Avenue,Dallas,TX,4692834838,451562506
ID000482,Debra West,dwestdd@ed.gov,4799 Melody Parkway,Richardson,TX,9729666826,368381777
ID000483,Nancy Wheeler,nwheelerde@microsoft.com,737 Doe Crossing Trail,Dallas,TX,9728983947,199369132
ID000484,Lawrence Stone,lstonedf@tripadvisor.com,8 Darwin Alley,Richardson,TX,2149499916,931762866
ID000485,Rachel Reyes,rreyesdg@tmall.com,6 Anniversary Alley,Richardson,TX,9729396714,371288168
ID000486,Amanda Simpson,asimpsondh@gnu.org,15 Dixon Street,Dallas,TX,9727401910,435694707
ID000487,Lori Carroll,lcarrolldi@networkadvertising.org,213 Forest Point,Dallas,TX,4699588957,235323985
ID000488,Bobby Austin,baustindj@unesco.org,62352 Pankratz Road,Richardson,TX,9729127272,148556625
ID000489,Brenda Carpenter,bcarpenterdk@slashdot.org,6664 Prairie Rose Point,Dallas,TX,2149861471,253356885
ID000490,Sharon Mason,smasondl@google.pl,33 Moulton Lane,Dallas,TX,9729011745,817441979
ID000491,Joshua Ross,jrossdm@netvibes.com,4376 Kropf Road,Dallas,TX,2149154707,639314924
ID000492,Melissa Mccoy,mmccoydn@fc2.com,08770 Moland Lane,Richardson,TX,4699264571,926531333
ID000493,Bobby Kelly,bkellydo@altervista.org,79 Burning Wood Pass,Dallas,TX,2148601350,728549849
ID000494,Jennifer Ortiz,jortizdp@ucoz.com,25989 Mccormick Drive,Dallas,TX,4698747030,846650817
ID000495,Chris Carter,ccarterdq@comsenz.com,50486 Grim Alley,Dallas,TX,4699161204,810704323
ID000496,Christopher Gonzales,cgonzalesdr@arizona.edu,49163 Moose Point,Dallas,TX,2149596901,919266378
ID000497,Albert Gibson,agibsonds@uol.com.br,90 Lillian Trail,Dallas,TX,4699517990,966294430
ID000498,Doris Rose,drosedt@newyorker.com,1891 Melrose Terrace,Richardson,TX,9728494915,435999670
ID000499,Marilyn Jordan,mjordandu@technorati.com,61 Eagle Crest Junction,Richardson,TX,2147963512,416216778
ID000500,Joe Bowman,jbowmandv@marketwatch.com,26225 8th Road,Dallas,TX,9728828221,306680158
ID000501,Denise Price,dpricedw@sfgate.com,46 Knutson Drive,Richardson,TX,9724889450,840123188
ID000502,Evelyn Edwards,eedwardsdx@arstechnica.com,7867 Nancy Park,Dallas,TX,9722091095,332410512
ID000503,Kimberly Hernandez,khernandezdy@parallels.com,2 Buell Drive,Dallas,TX,4697796890,196027403
ID000504,Norma Boyd,nboyddz@hao123.com,35 Service Court,Dallas,TX,9728337491,388551450
ID000505,Sharon Ramos,sramose0@quantcast.com,39 Daystar Hill,Dallas,TX,2148987050,395167095
ID000506,Rachel Riley,rrileye1@wordpress.org,01017 Jay Plaza,Dallas,TX,9728038359,541255056
ID000507,Randy Jenkins,rjenkinse2@mozilla.org,794 Buena Vista Road,Dallas,TX,4698949345,132588039
ID000508,John Clark,jclarke3@linkedin.com,0708 North Terrace,Dallas,TX,4699181359,774384043
ID000509,Ruby Hansen,rhansene4@acquirethisname.com,8756 Wayridge Drive,Dallas,TX,4699414442,495550985
ID000510,Ashley Peters,apeterse5@state.gov,28880 4th Alley,Dallas,TX,9728934339,739909261
ID000511,Albert Garcia,agarciae6@redcross.org,0 Maple Terrace,Plano,TX,9729317094,377638268
ID000512,Clarence Holmes,cholmese7@pinterest.com,291 1st Terrace,Richardson,TX,2149526641,150302288
ID000513,Julie Parker,jparkere8@usnews.com,3377 Dahle Street,Dallas,TX,2148769952,849928312
ID000514,Michael Martinez,mmartineze9@wordpress.org,0967 Melrose Avenue,Dallas,TX,2149358776,953431417
ID000515,William Berry,wberryea@sogou.com,9 Hagan Street,Dallas,TX,2148851966,337868085
ID000516,Gerald Burke,gburkeeb@squarespace.com,5175 Florence Center,Dallas,TX,4699997380,465958833
ID000517,Linda Rodriguez,lrodriguezec@edublogs.org,2427 Reindahl Park,Dallas,TX,9726645725,960839340
